,pid,firstName,lastName,season,hgt,stre,spd,jmp,endu,ins,dnk,ft,fg,tp,diq,oiq,drb,pss,reb,pos,fuzz,skills,ovr,pot,age,tid,gp,gs,min,usgp,ortg,drtg,obpm,dbpm,ows,dws,vorp,ewa,salary
1218,147,Alec,Burks,2013,46,32,65,63,37,33,78,66,59,62,47,59,47,45,64,GF,1.5589567173386374,['3'],57,72,21,28,64,0,1137,20.7,100,109,-1.9,-0.7,0.3,0.7,-0.2,0.6,
1219,147,Alec,Burks,2014,46,32,65,63,37,33,78,66,59,62,47,59,47,45,64,GF,1.5589567173386374,['3'],57,70,22,28,78,12,2193,23.9,106,113,0.2,-1.0,2.6,0.6,0.7,5.8,
1220,147,Alec,Burks,2015,46,32,65,63,37,33,78,66,59,62,47,59,47,45,64,GF,1.5589567173386374,['3'],57,64,23,28,27,27,899,20.8,107,109,-0.5,-1.2,1.1,0.6,0.1,1.1,
1221,147,Alec,Burks,2016,46,32,65,63,37,33,78,66,59,62,47,59,47,45,64,GF,1.5589567173386374,['3'],57,62,24,28,31,3,797,25.9,104,107,0.2,-0.6,0.7,0.8,0.3,1.5,
1222,147,Alec,Burks,2017,46,32,65,63,37,33,78,66,59,62,47,59,47,45,64,GF,1.5589567173386374,['3'],57,61,25,28,42,0,653,22.7,98,106,-2.2,0.0,-0.1,0.9,0.0,0.4,
1223,147,Alec,Burks,2018,46,32,65,63,37,33,78,66,59,62,47,59,47,45,64,GF,1.5589567173386374,['3'],57,57,26,28,64,1,1059,22.5,102,105,-1.3,0.4,0.2,1.6,0.3,1.4,
1224,147,Alec,Burks,2019,46,32,65,63,37,33,78,66,59,62,47,59,47,45,64,GF,1.5589567173386374,['3'],57,59,27,28,17,0,269,23.2,106,109,-0.4,-0.2,0.2,0.3,0.1,0.3,
1225,147,Alec,Burks,2019,46,32,65,63,37,33,78,66,59,62,47,59,47,45,64,GF,1.5589567173386374,['3'],57,59,27,5,34,24,979,19.2,107,117,-0.2,-1.2,0.6,0.3,0.1,1.3,
1226,147,Alec,Burks,2019,46,32,65,63,37,33,78,66,59,62,47,59,47,45,64,GF,1.5589567173386374,['3'],57,59,27,25,13,0,127,8.5,103,109,-3.9,2.8,0.0,0.2,0.0,-0.1,
1227,147,Alec,Burks,2020,46,32,65,63,37,33,78,66,59,62,47,59,47,45,64,GF,1.5589567173386374,['3'],57,57,28,9,48,18,1390,23.8,110,114,0.7,-0.6,1.6,0.9,0.7,3.9,
1228,147,Alec,Burks,2020,46,32,65,63,37,33,78,66,59,62,47,59,47,45,64,GF,1.5589567173386374,['3'],57,57,28,22,18,1,364,23.7,120,111,3.1,-1.1,0.9,0.4,0.4,1.5,
1229,147,Alec,Burks,2021,46,32,65,63,37,33,78,66,59,62,47,59,47,45,64,GF,1.5589567173386374,['3'],57,57,29,19,49,5,1255,21.3,114,109,0.6,0.3,1.5,1.8,0.9,2.7,
1230,147,Alec,Burks,2022,46,32,65,63,37,33,78,66,59,62,47,59,47,45,64,GF,1.5589567173386374,['3'],57,57,30,19,81,44,2318,17.7,117,110,-0.4,1.2,3.2,2.9,1.7,3.7,
1231,147,Alec,Burks,2023,46,32,65,63,15,38,88,66,54,64,45,59,47,45,64,GF,1.5589567173386374,['3'],55,55,31,8,51,8,1122,22.8,120,119,1.8,-0.5,1.9,0.6,0.9,3.3,
1232,147,Alec,Burks,2024,46,30,60,60,25,37,86,66,53,63,42,61,47,43,57,GF,1.5589567173386374,['3'],54,54,32,19,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10500
1233,148,Harrison,Barnes,2013,46,58,67,46,68,53,95,63,44,59,38,53,58,42,78,F,-1.3456732364478692,[],59,74,21,9,81,81,2058,17.7,102,107,-1.6,-0.1,0.9,1.9,0.1,0.5,
1234,148,Harrison,Barnes,2014,46,58,67,46,68,53,95,63,44,59,38,53,58,42,78,F,-1.3456732364478692,[],59,69,22,9,78,24,2204,16.8,100,105,-2.2,0.5,0.4,2.8,0.2,-0.8,
1235,148,Harrison,Barnes,2015,46,58,67,46,68,53,95,63,44,59,38,53,58,42,78,F,-1.3456732364478692,[],59,66,23,9,82,82,2318,14.9,116,104,0.2,-0.1,3.7,3.0,1.2,3.3,
1236,148,Harrison,Barnes,2016,46,58,67,46,68,53,95,63,44,59,38,53,58,42,78,F,-1.3456732364478692,[],59,67,24,9,66,59,2042,15.9,114,107,-0.2,-1.1,3.1,1.9,0.3,1.8,
1237,148,Harrison,Barnes,2017,46,58,67,46,68,53,95,63,44,59,38,53,58,42,78,F,-1.3456732364478692,[],59,62,25,6,79,79,2803,25.3,106,111,0.4,-1.2,2.5,2.1,0.8,8.1,
1238,148,Harrison,Barnes,2018,46,58,67,46,68,53,95,63,44,59,38,53,58,42,78,F,-1.3456732364478692,[],59,61,26,6,77,77,2634,25.2,105,111,0.8,-1.3,2.0,1.9,1.0,6.9,
1239,148,Harrison,Barnes,2019,46,58,67,46,68,53,95,63,44,59,38,53,58,42,78,F,-1.3456732364478692,[],59,59,27,6,49,49,1584,23.7,106,113,0.0,-1.2,0.8,1.1,0.3,2.0,
1240,148,Harrison,Barnes,2019,46,58,67,46,68,53,95,63,44,59,38,53,58,42,78,F,-1.3456732364478692,[],59,59,27,25,28,28,949,16.3,115,114,-0.5,-1.2,1.1,0.5,0.1,0.8,
1241,148,Harrison,Barnes,2020,46,58,67,46,68,53,95,63,44,59,38,53,58,42,78,F,-1.3456732364478692,[],59,59,28,25,72,72,2482,17.4,116,116,0.0,-1.3,3.4,1.1,0.5,3.5,
1242,148,Harrison,Barnes,2021,46,58,67,46,68,53,95,63,44,59,38,53,58,42,78,F,-1.3456732364478692,[],59,59,29,25,58,58,2102,17.2,123,119,1.4,-1.6,4.0,0.5,1.0,4.1,
1243,148,Harrison,Barnes,2022,46,58,67,46,68,53,95,63,44,59,38,53,58,42,78,F,-1.3456732364478692,[],59,59,30,25,77,77,2587,18.8,121,118,1.5,-1.3,5.0,1.0,1.4,5.4,
1244,148,Harrison,Barnes,2023,46,66,69,43,98,47,99,64,37,59,36,53,67,38,72,F,-1.3456732364478692,[],62,62,31,25,82,82,2662,17.1,126,119,0.5,-1.5,5.1,1.4,0.7,3.4,
1245,148,Harrison,Barnes,2024,46,66,69,38,82,45,78,64,37,59,36,55,59,38,63,F,-1.3456732364478692,[],60,60,32,25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,18000
1246,149,Kevin,Huerter,2019,48,45,56,50,78,53,36,60,87,89,44,62,48,50,63,SG,-1.4999030489681975,['3'],61,75,20,0,75,59,2048,15.7,106,116,-1.6,-0.8,0.7,0.7,-0.2,-0.4,
1247,149,Kevin,Huerter,2020,48,45,56,50,78,53,36,60,87,89,44,62,48,50,63,SG,-1.4999030489681975,['3'],61,75,21,0,56,48,1760,17.1,107,116,-0.7,-0.9,1.0,0.6,0.2,0.9,
1248,149,Kevin,Huerter,2021,48,45,56,50,78,53,36,60,87,89,44,62,48,50,63,SG,-1.4999030489681975,['3'],61,71,22,0,69,49,2126,17.2,112,115,-0.7,0.1,1.9,1.7,0.8,1.8,
1249,149,Kevin,Huerter,2022,48,45,56,50,78,53,36,60,87,89,44,62,48,50,63,SG,-1.4999030489681975,['3'],61,72,23,0,74,60,2188,17.5,112,117,-0.5,-0.7,1.8,1.0,0.4,1.5,
1250,149,Kevin,Huerter,2023,48,45,56,44,58,53,36,54,88,89,46,66,48,48,61,SG,-1.4999030489681975,['3'],60,65,24,25,75,75,2203,19.9,119,117,1.4,-0.3,3.3,1.7,1.7,5.2,
1251,149,Kevin,Huerter,2024,48,33,56,42,60,50,33,54,89,83,46,70,48,47,61,SG,-1.4999030489681975,['3'],59,62,25,25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,16800
1252,150,Devin,Booker,2016,43,46,78,60,98,74,90,74,86,53,39,81,61,56,66,SG,0.6415135290585398,"['B', 'Ps', 'V']",69,88,19,23,76,51,2108,23,100.3,108.7,-1.2,-1.7,1.2,0.7,-0.5,1.4,
1253,150,Devin,Booker,2017,43,46,78,60,98,74,90,74,86,53,39,81,61,56,66,SG,0.6415135290585398,"['B', 'Ps', 'V']",69,84,20,23,78,78,2730,28.6,107.7,111.6,0.3,-2.3,1.3,0.6,0.1,5.4,
1254,150,Devin,Booker,2018,43,46,78,60,98,74,90,74,86,53,39,81,61,56,66,SG,0.6415135290585398,"['B', 'Ps', 'V']",69,83,21,23,54,54,1865,31.7,102.9,112.2,2.9,-2.0,1.9,0.6,1.4,7.0,
1255,150,Devin,Booker,2019,43,46,78,60,98,74,90,74,86,53,39,81,61,56,66,SG,0.6415135290585398,"['B', 'Ps', 'V']",69,81,22,23,64,64,2242,32.9,108.2,115.1,3.3,-2.3,3.3,0.3,1.7,10.7,
1256,150,Devin,Booker,2020,43,46,78,60,98,74,90,74,86,53,39,81,61,56,66,SG,0.6415135290585398,"['B', 'Ps', 'V']",69,74,23,23,70,70,2512,30,115,114,3.4,-1.3,6.0,1.5,2.6,19.0,
1257,150,Devin,Booker,2021,43,46,78,60,98,74,90,74,86,53,39,81,61,56,66,SG,0.6415135290585398,"['B', 'Ps', 'V']",69,74,24,23,67,67,2270,32.7,110,114,1.4,-1.5,2.9,2.0,1.3,9.8,
1258,150,Devin,Booker,2022,43,46,78,60,98,74,90,74,86,53,39,81,61,56,66,SG,0.6415135290585398,"['B', 'Ps', 'V']",69,73,25,23,68,68,2345,32,113,109,3.9,0.2,4.3,3.3,3.6,12.6,
1259,150,Devin,Booker,2023,43,46,78,62,98,74,90,70,94,45,39,81,61,57,64,SG,0.6415135290585398,"['B', 'Ps', 'V']",68,70,26,23,53,53,1835,31.8,119,115,4.5,-0.3,4.2,1.9,2.9,10.5,
1260,150,Devin,Booker,2024,43,48,78,62,97,77,96,70,98,43,38,82,64,55,63,SG,0.6415135290585398,"['B', 'Po', 'Ps', 'V']",69,69,27,23,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,53900
1261,151,Buddy,Hield,2017,38,38,65,69,65,53,50,67,83,82,40,60,45,46,72,GF,-1.0449385545643053,['3'],59,64,24,18,57,37,1161,20.4,97,111,-1.7,-1.1,-0.4,0.9,-0.2,-0.3,
1262,151,Buddy,Hield,2017,38,38,65,69,65,53,50,67,83,82,40,60,45,46,72,GF,-1.0449385545643053,['3'],59,64,24,25,25,18,727,22.9,105,113,1.1,-1.9,0.4,0.4,0.2,1.6,
1263,151,Buddy,Hield,2018,38,38,65,69,65,53,50,67,83,82,40,60,45,46,72,GF,-1.0449385545643053,['3'],59,62,25,25,80,12,2024,24.3,104,111,1.6,-0.5,1.3,1.5,1.5,5.6,
1264,151,Buddy,Hield,2019,38,38,65,69,65,53,50,67,83,82,40,60,45,46,72,GF,-1.0449385545643053,['3'],59,59,26,25,82,82,2615,25.1,113,114,3.5,-1.4,4.3,1.6,2.7,9.1,
1265,151,Buddy,Hield,2020,38,38,65,69,65,53,50,67,83,82,40,60,45,46,72,GF,-1.0449385545643053,['3'],59,60,27,25,72,44,2216,27.2,106,114,2.5,-1.4,1.4,1.5,1.7,6.1,
1266,151,Buddy,Hield,2021,38,38,65,69,65,53,50,67,83,82,40,60,45,46,72,GF,-1.0449385545643053,['3'],59,59,28,25,71,71,2433,20.7,109,119,0.8,-1.6,1.5,0.7,0.7,2.8,
1267,151,Buddy,Hield,2022,38,38,65,69,65,53,50,67,83,82,40,60,45,46,72,GF,-1.0449385545643053,['3'],59,59,29,25,55,6,1574,22.5,103,117,0.2,-1.5,0.0,0.8,0.3,1.1,
1268,151,Buddy,Hield,2022,38,38,65,69,65,53,50,67,83,82,40,60,45,46,72,GF,-1.0449385545643053,['3'],59,59,29,11,26,26,925,22.4,110,118,1.1,-2.2,0.8,0.3,0.2,1.8,
1269,151,Buddy,Hield,2023,38,38,59,69,72,55,40,67,84,88,45,67,45,44,70,GF,-1.0449385545643053,['3'],60,60,30,11,80,73,2482,20.8,115,118,2.5,-0.6,2.7,1.6,2.4,6.1,
1270,151,Buddy,Hield,2024,38,33,55,77,55,51,25,67,80,89,45,71,46,45,65,GF,-1.0449385545643053,['3'],59,59,31,22,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,19300
1271,152,Jaren,Jackson Jr.,2019,64,50,55,70,45,64,85,57,57,61,58,66,47,41,60,FC,-4.276824733205557,['Di'],65,84,19,14,58,56,1515,22.8,108,107,-1.2,1.0,1.2,2.2,0.7,3.7,
1272,152,Jaren,Jackson Jr.,2020,64,50,55,70,45,64,85,57,57,61,58,66,45,41,60,FC,-4.276824733205557,['Di'],65,82,20,14,57,57,1622,24,110,110,0.3,0.1,1.6,1.8,1.0,3.9,
1273,152,Jaren,Jackson Jr.,2021,64,50,55,70,45,64,85,57,57,61,58,66,45,41,60,FC,-4.276824733205557,['Di'],65,76,21,14,11,4,258,25.9,109,106,-0.7,0.6,0.2,0.5,0.1,0.9,
1274,152,Jaren,Jackson Jr.,2022,64,50,55,70,45,64,85,57,57,61,58,66,45,41,60,FC,-4.276824733205557,['Di'],65,73,22,14,78,78,2126,25.4,109,106,-0.9,0.8,1.7,3.7,1.0,5.8,
1275,152,Jaren,Jackson Jr.,2023,69,55,49,88,45,60,88,57,74,52,64,67,46,40,60,FC,-4.276824733205557,"['Di', 'R']",67,75,23,14,63,63,1787,24.7,118,105,0.7,2.0,2.8,3.8,2.2,9.8,
1276,152,Jaren,Jackson Jr.,2024,69,49,45,71,40,60,88,57,74,52,60,69,46,42,60,FC,-4.276824733205557,"['Di', 'R']",64,72,24,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,25300
1277,153,Trae,Young,2019,30,29,92,45,92,66,98,74,82,63,33,71,78,65,70,PG,-1.244654269677401,"['3', 'B', 'Ps', 'V']",66,81,20,0,81,81,2503,28.4,107,117,2.3,-2.8,2.5,0.7,0.9,7.5,
1278,153,Trae,Young,2020,30,29,92,45,92,66,98,74,82,63,33,71,78,65,70,PG,-1.244654269677401,"['3', 'B', 'Ps', 'V']",66,77,21,0,60,60,2120,34.9,114,117,6.2,-2.3,5.3,0.6,3.1,13.6,
1279,153,Trae,Young,2021,30,29,92,45,92,66,98,74,82,63,33,71,78,65,70,PG,-1.244654269677401,"['3', 'B', 'Ps', 'V']",66,74,22,0,63,63,2125,33,117,116,5.4,-1.7,5.9,1.3,3.0,12.7,
1280,153,Trae,Young,2022,30,29,92,45,92,66,98,74,82,63,33,71,78,65,70,PG,-1.244654269677401,"['3', 'B', 'Ps', 'V']",66,76,23,0,76,76,2652,34.4,119,118,7.1,-2.0,9.0,1.0,4.8,19.0,
1281,153,Trae,Young,2023,30,25,92,45,90,69,99,74,81,50,33,71,91,59,69,PG,-1.244654269677401,"['B', 'Ps', 'V']",64,72,24,0,73,73,2541,32.6,116,119,5.3,-2.0,5.3,1.4,3.4,13.9,
1282,153,Trae,Young,2024,30,22,92,45,90,69,90,69,70,58,42,73,90,62,69,PG,-1.244654269677401,"['B', 'Ps', 'V']",66,69,25,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,44500
1283,154,Scottie,Barnes,2022,60,55,58,50,65,57,60,47,90,37,52,68,55,51,64,F,-0.6075554246189763,[],63,78,20,27,74,74,2617,19,116,111,0.5,0.4,3.7,2.9,1.9,6.2,
1284,154,Scottie,Barnes,2023,60,40,50,50,50,67,54,51,84,38,58,80,56,43,66,F,-0.6075554246189763,['R'],62,77,21,27,77,76,2678,20.3,113,115,0.5,-0.1,2.3,2.7,1.6,5.3,
1285,154,Scottie,Barnes,2024,60,55,51,59,55,77,52,51,97,43,64,89,56,45,73,F,-0.6075554246189763,"['Di', 'Po', 'R', 'V']",68,77,22,27,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9100
1286,155,Ja,Morant,2020,37,62,88,91,70,81,93,53,94,37,40,80,58,60,76,PG,4.704542049277776,"['A', 'B', 'Dp', 'Po', 'Ps', 'R', 'V']",69,82,20,14,67,67,2074,25.9,109,113,1.5,-1.2,2.3,1.5,1.2,6.6,
1287,155,Ja,Morant,2021,37,65,88,91,70,90,93,53,94,37,40,87,58,60,76,PG,4.704542049277776,"['A', 'B', 'Dp', 'Po', 'Ps', 'R', 'V']",71,82,21,14,63,63,2053,27.2,108,115,1.3,-2.0,1.6,1.6,0.6,5.8,
1288,155,Ja,Morant,2022,37,65,88,91,70,90,93,53,94,37,40,87,58,60,76,PG,4.704542049277776,"['A', 'B', 'Dp', 'Po', 'Ps', 'R', 'V']",71,81,22,14,57,57,1889,33.7,116,111,6.2,-0.1,4.6,2.1,3.9,12.6,
1289,155,Ja,Morant,2023,37,58,90,83,50,88,87,47,94,36,40,91,55,61,79,PG,4.704542049277776,"['A', 'B', 'Dp', 'Po', 'Ps', 'R', 'V']",68,74,23,14,61,59,1948,34.9,114,112,5.2,0.5,3.4,2.6,3.8,11.9,
1290,155,Ja,Morant,2024,37,55,90,83,50,79,87,47,89,36,40,83,55,61,76,PG,4.704542049277776,"['A', 'B', 'Dp', 'Po', 'Ps', 'R', 'V']",66,72,24,14,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,39400
1291,156,Joakim,Noah,2008,66,66,37,41,25,60,54,30,31,0,56,50,55,61,73,C,-2.5761786902044346,['R'],51,60,23,4,74,31,1534,15.6,109,104,-1.2,1.0,1.5,2.3,0.7,3.7,
1292,156,Joakim,Noah,2009,66,66,37,41,25,60,54,30,31,0,56,50,55,61,73,C,-2.5761786902044346,['R'],51,61,24,4,80,55,1938,12.3,123,105,0.1,1.1,3.8,2.7,1.5,5.7,
1293,156,Joakim,Noah,2010,66,66,37,41,25,60,54,30,31,0,56,50,55,61,73,C,-2.5761786902044346,['R'],51,56,25,4,64,54,1925,17.1,112,101,0.1,1.5,2.7,3.5,1.7,7.0,
1294,156,Joakim,Noah,2011,66,66,37,41,25,60,54,30,31,0,56,50,55,61,73,C,-2.5761786902044346,['R'],51,55,26,4,48,48,1576,16.8,117,97,0.8,2.1,3.1,3.6,1.9,6.4,
1295,156,Joakim,Noah,2012,66,66,37,41,25,60,54,30,31,0,56,50,55,61,73,C,-2.5761786902044346,['R'],51,53,27,4,64,64,1945,15.8,120,96,1.7,2.1,4.9,4.2,2.8,8.7,
1296,156,Joakim,Noah,2013,66,66,57,61,65,60,54,30,31,0,66,50,55,61,73,C,-2.5761786902044346,"['Di', 'R']",62,62,28,4,66,64,2426,17.2,107,99,0.6,2.7,2.7,4.7,3.3,9.1,
1297,156,Joakim,Noah,2014,66,66,37,41,25,60,54,30,31,0,56,50,55,61,73,C,-2.5761786902044346,['R'],51,51,29,4,80,80,2820,18.7,111,96,1.7,3.6,4.5,6.6,5.2,13.2,
1298,156,Joakim,Noah,2015,66,66,37,41,25,60,54,30,31,0,56,50,55,61,73,C,-2.5761786902044346,['R'],51,51,30,4,67,67,2049,13.7,109,102,0.1,2.0,2.4,3.1,2.1,4.8,
1299,156,Joakim,Noah,2016,66,66,37,41,25,60,54,30,31,0,56,50,55,61,73,C,-2.5761786902044346,['R'],51,51,31,4,29,2,635,14.2,98,101,-1.5,3.1,0.0,1.1,0.6,1.1,
1300,156,Joakim,Noah,2017,66,66,37,41,25,60,54,30,31,0,56,50,55,61,73,C,-2.5761786902044346,['R'],51,51,32,19,46,46,1015,12.6,111,108,-0.9,0.4,1.0,1.2,0.4,2.3,
1301,156,Joakim,Noah,2018,66,66,37,41,25,60,54,30,31,0,56,50,55,61,73,C,-2.5761786902044346,['R'],51,51,33,19,7,0,40,17.2,100,105,-2.5,1.7,0.0,0.1,0.0,0.1,
1302,156,Joakim,Noah,2019,66,66,37,41,25,60,54,30,31,0,56,50,55,61,73,C,-2.5761786902044346,['R'],51,51,34,14,42,1,693,20,113,105,-0.3,2.4,1.0,1.2,0.7,2.8,
1303,156,Joakim,Noah,2020,66,66,37,41,25,60,54,30,31,0,56,50,55,61,73,C,-2.5761786902044346,['R'],51,51,35,12,5,0,50,14.7,107,107,-4.1,2.5,0.0,0.1,0.0,0.0,
1304,157,Dame,Sarr,2026,42,25,65,61,27,48,54,30,48,40,35,29,40,35,42,GF,3.055879002852363,[],35,58,20,,,,,,,,,,,,,,
1305,158,Anfernee,Simons,2019,34,44,62,70,83,63,70,72,75,79,34,66,53,51,51,G,1.672929890180444,"['3', 'V']",61,77,20,24,20,1,141,24.3,102,116,-1.5,-3.7,0.0,0.0,-0.1,0.0,
1306,158,Anfernee,Simons,2020,34,44,62,70,83,63,70,72,75,79,34,66,53,51,51,G,1.672929890180444,"['3', 'V']",61,72,21,24,70,4,1449,18.7,102,119,-2.6,-1.9,0.0,0.1,-0.9,-1.1,
1307,158,Anfernee,Simons,2021,34,44,62,70,83,63,70,72,75,79,34,66,53,51,51,G,1.672929890180444,"['3', 'V']",61,72,22,24,64,0,1104,18.3,117,119,0.6,-1.8,1.5,0.3,0.2,1.0,
1308,158,Anfernee,Simons,2022,34,44,62,70,83,63,70,72,75,79,34,66,53,51,51,G,1.672929890180444,"['3', 'V']",61,68,23,24,57,30,1681,24.8,112,121,2.0,-2.7,2.1,-0.1,0.5,4.0,
1309,158,Anfernee,Simons,2023,34,44,62,70,83,63,70,72,75,79,34,66,53,51,51,G,1.672929890180444,"['3', 'V']",61,67,24,24,62,62,2171,25.1,113,123,1.3,-2.5,2.1,0.3,0.5,4.6,
1310,158,Anfernee,Simons,2024,34,44,62,70,83,63,76,75,82,81,32,68,53,50,53,G,1.672929890180444,"['3', 'V']",61,64,25,24,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,25900
1311,159,Malik,Beasley,2017,39,37,70,55,61,30,60,60,76,84,44,57,56,39,65,SG,-2.8679726870628097,['3'],59,77,20,7,22,1,165,22,107,114,-0.4,-0.2,0.1,0.1,0.1,0.3,
1312,159,Malik,Beasley,2018,39,37,70,55,61,30,60,60,76,84,44,57,56,39,65,SG,-2.8679726870628097,['3'],59,72,21,7,62,0,583,16.2,101,113,-2.4,-1.4,0.1,0.3,-0.3,-0.4,
1313,159,Malik,Beasley,2019,39,37,70,55,61,30,60,60,76,84,44,57,56,39,65,SG,-2.8679726870628097,['3'],59,70,22,7,81,18,1879,18.7,117,112,0.8,-0.7,2.9,1.6,1.0,3.5,
1314,159,Malik,Beasley,2020,39,37,70,55,61,30,60,60,76,84,44,57,56,39,65,SG,-2.8679726870628097,['3'],59,68,23,7,41,0,746,20.6,100,112,-2.2,-0.7,-0.2,0.6,-0.2,0.0,
1315,159,Malik,Beasley,2020,39,37,70,55,61,30,60,60,76,84,44,57,56,39,65,SG,-2.8679726870628097,['3'],59,68,23,17,14,14,463,23.7,111,115,1.7,-2.4,0.5,0.2,0.2,1.3,
1316,159,Malik,Beasley,2021,39,37,70,55,61,30,60,60,76,84,44,57,56,39,65,SG,-2.8679726870628097,['3'],59,64,24,17,37,36,1214,24,109,118,1.7,-2.3,0.9,0.4,0.4,2.5,
1317,159,Malik,Beasley,2022,39,37,70,55,61,30,60,60,76,84,44,57,56,39,65,SG,-2.8679726870628097,['3'],59,64,25,17,79,18,1976,19.4,111,116,0.7,-1.5,1.7,1.2,0.7,1.4,
1318,159,Malik,Beasley,2023,39,24,70,55,25,36,51,61,80,84,44,57,54,44,63,SG,-2.8679726870628097,['3'],55,59,26,28,55,13,1472,21.2,107,118,-0.4,-1.2,0.3,1.0,0.2,0.7,
1319,159,Malik,Beasley,2023,39,24,70,55,25,36,51,61,80,84,44,57,54,44,63,SG,-2.8679726870628097,['3'],55,59,26,13,26,14,621,20.9,99,115,-2.3,-0.6,-0.5,0.6,-0.1,-0.2,
1320,159,Malik,Beasley,2024,39,26,67,48,85,36,35,61,80,84,33,57,54,44,63,SG,-2.8679726870628097,['3'],56,58,27,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2000
1321,160,Jakob,Poeltl,2017,71,89,38,56,48,50,75,12,73,0,59,80,28,44,68,C,0.8313654035567721,"['A', 'Di', 'Po', 'R']",61,72,21,27,54,4,626,12.1,118,108,-3.0,-0.1,0.9,0.7,-0.2,0.5,
1322,160,Jakob,Poeltl,2018,71,89,38,56,48,50,75,12,73,0,59,80,28,44,68,C,0.8313654035567721,"['A', 'Di', 'Po', 'R']",61,72,22,27,82,0,1524,14.8,122,104,-0.7,1.1,3.1,2.4,0.9,5.2,
1323,160,Jakob,Poeltl,2019,71,89,38,56,48,50,75,12,73,0,59,80,28,44,68,C,0.8313654035567721,"['A', 'Di', 'Po', 'R']",61,68,23,26,77,24,1273,13.1,133,108,1.3,0.7,3.5,1.6,1.3,5.6,
1324,160,Jakob,Poeltl,2020,71,89,38,56,48,50,75,12,73,0,59,80,28,44,68,C,0.8313654035567721,"['A', 'Di', 'Po', 'R']",61,66,24,26,66,18,1171,13.2,125,108,0.5,2.0,2.4,1.6,1.3,5.0,
1325,160,Jakob,Poeltl,2021,71,89,38,56,48,50,75,12,73,0,59,80,28,44,68,C,0.8313654035567721,"['A', 'Di', 'Po', 'R']",61,63,25,26,69,51,1845,13.4,123,109,-0.4,1.1,3.2,2.5,1.2,6.3,
1326,160,Jakob,Poeltl,2022,71,89,38,56,48,50,75,12,73,0,59,80,28,44,68,C,0.8313654035567721,"['A', 'Di', 'Po', 'R']",61,65,26,26,68,67,1970,18.3,123,110,0.9,0.7,4.4,2.5,1.7,10.0,
1327,160,Jakob,Poeltl,2023,71,84,38,50,28,50,75,15,73,0,62,80,23,45,77,C,0.8313654035567721,"['Di', 'Po', 'R']",59,59,27,26,46,46,1199,18.6,119,116,0.5,0.4,1.8,1.1,0.9,5.4,
1328,160,Jakob,Poeltl,2023,71,84,38,50,28,50,75,15,73,0,62,80,23,45,77,C,0.8313654035567721,"['Di', 'Po', 'R']",59,59,27,27,26,25,707,17.5,132,110,2.2,1.5,1.9,1.2,1.0,4.4,
1329,160,Jakob,Poeltl,2024,71,84,38,50,20,60,75,15,63,0,62,82,23,48,75,C,0.8313654035567721,"['Di', 'Po', 'R']",59,61,28,27,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,19500
1330,161,Tristan,da Silva,2024,56,55,46,32,38,47,50,55,43,52,32,45,37,32,60,PF,0.30082821688960953,[],42,52,23,,,,,,,,,,,,,,
1331,162,Jaime,Jaquez Jr.,2024,45,48,54,43,67,55,75,54,85,47,52,64,42,51,57,GF,4.439167946255557,['V'],58,67,23,15,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4200
1332,163,Jaden,McDaniels,2021,59,50,55,69,50,51,45,54,77,59,50,62,40,44,55,F,1.1690089344093555,['3'],60,74,20,17,63,27,1511,12,108,116,-3.4,-0.3,0.5,0.9,-0.7,-2.0,
1333,163,Jaden,McDaniels,2022,59,50,55,69,50,51,45,54,77,59,50,62,40,44,55,F,1.1690089344093555,['3'],60,71,21,17,70,31,1803,15.3,108,113,-2.9,-0.1,0.7,1.7,-0.4,-1.1,
1334,163,Jaden,McDaniels,2023,59,50,55,64,62,51,45,53,52,56,50,63,40,45,53,F,1.1690089344093555,[],60,73,22,17,79,79,2416,15.8,115,115,-1.7,0.5,2.0,2.4,0.5,1.8,
1335,163,Jaden,McDaniels,2024,59,52,57,60,65,51,35,53,60,56,51,63,40,45,42,F,1.1690089344093555,[],61,68,23,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,21000
1336,164,Stephon,Castle,2024,40,38,64,58,25,38,57,43,53,44,31,34,54,47,50,G,0.7936314880125281,[],39,65,19,,,,,,,,,,,,,,
1337,165,Keyonte,George,2024,42,48,63,55,82,48,64,55,50,52,33,60,50,53,60,SG,-1.3413317646194487,[],57,73,20,28,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4700
